,session_key,driver_number,i1_speed,i2_speed,st_speed,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,location,year,air_temperature,humidity,pressure,rainfall,track_temperature,wind_speed
0,7779,4,281.54285714285714,299.52,303.8,99.08195918367346,36.846265306122454,31.0174,31.226799999999997,Jeddah,2023,78.9654054054054,57.79054054054054,1010.9297297297296,0,89.22662162162163,3.9646290540540554
1,9070,4,188.10416666666666,200.23529411764707,314.9019607843137,110.54798000000001,39.43526,44.76939215686274,26.321411764705882,Baku,2023,76.74912499999999,49.225,1008.64625,0,106.178,2.4229506250000004
2,9102,4,261.5,265.38461538461536,303.6938775510204,81.51409375,25.029234375,32.225276923076926,24.348430769230767,Barcelona,2023,72.81324675324676,63.07792207792208,1001.0909090909092,0,92.91012987012988,4.182027922077923
3,9126,4,276.95,249.1153846153846,283.61538461538464,98.51343137254902,32.141705882352944,39.422134615384614,26.900903846153845,Silverstone,2023,70.6523178807947,56.18543046357616,1001.2258278145696,0,87.69390728476822,6.764332450331127
4,9181,4,272.8955223880597,277.53521126760563,327.47058823529414,104.12394285714286,48.384614285714285,33.17929577464789,22.60818309859155,Mexico City,2023,77.98526315789474,23.55263157894737,779.5205263157894,0,114.15105263157896,3.3331300000000006
5,9480,4,277.1621621621622,290.12,293.66,97.73581632653062,35.67591836734694,30.80334,31.22104,Jeddah,2024,77.95054794520547,62.33561643835616,1012.6828767123288,0,88.86767123287672,2.914228767123288
6,9496,4,278.1578947368421,296.58490566037733,293.3207547169811,129.9714423076923,67.42438461538462,43.8517358490566,19.36422641509434,Suzuka,2024,71.04408839779006,43.430939226519335,1012.3723756906076,0,99.50198895027624,5.012857458563537
7,9515,4,216.8653846153846,255.68253968253967,291.1904761904762,81.32601612903225,25.82256451612903,28.297126984126987,27.202015873015874,Imola,2024,77.20517482517482,48.42657342657343,1006.6342657342658,0,107.6427972027972,4.789995804195804
8,9523,4,192.6338028169014,185.67948717948718,278.9102564102564,79.69041558441559,20.65081818181818,37.124205128205126,22.05151948051948,Monaco,2024,70.87370000000001,63.99,1018.7435,0,115.3724,2.1911415
9,9574,4,327.4736842105263,203.2093023255814,315.2258064516129,109.15166666666667,31.559255813953488,48.40688372093023,29.240860465116278,Spa-Francorchamps,2024,70.38933333333333,49.62222222222222,978.0962962962964,0,108.064,3.764788148148148
10,9598,4,190.91489361702128,206.19607843137254,314.62745098039215,109.80778000000001,39.58066,44.23994117647059,26.078352941176473,Baku,2024,80.07065789473685,38.01973684210526,1017.6401315789476,0,111.8288157894737,3.470293421052632
