session_key,air_temperature,humidity,pressure,rainfall,track_temperature,wind_direction,wind_speed
7779,78.9654054054054,57.79054054054054,1010.9297297297297,0,89.22662162162163,271.1621621621622,3.9646290540540545
7787,63.40918918918919,54.15765765765766,1018.3666666666667,0,86.25135135135135,138.07207207207207,2.5211594594594597
7953,81.37701863354037,21.496894409937887,1016.8639751552795,0,87.82124223602484,177.1304347826087,1.528385093167702
9070,76.749125,49.225,1008.64625,0,106.178,125.6875,2.422950625
9078,80.81135483870968,59.42580645161291,1018.3787096774195,0,98.04025806451612,135.54193548387096,8.881611612903226
9094,77.11863636363637,45.86363636363637,1013.3596590909091,1,102.66022727272728,143.01136363636363,2.249710227272727
9102,72.81324675324676,63.077922077922075,1001.0909090909091,0,92.91012987012986,132.64285714285714,4.182027922077922
9110,65.35444444444444,63.901234567901234,1011.5524691358024,0,87.06777777777778,314.1296296296296,4.3441987654320995
9118,72.31647058823529,52.04575163398693,934.0156862745098,1,89.69764705882353,124.56209150326798,2.4548516339869284
9126,70.6523178807947,56.18543046357616,1001.2258278145696,0,87.69390728476822,205.39735099337747,6.764332450331126
9133,83.85536585365854,32.80487804878049,988.4018292682927,0,119.44268292682926,174.53658536585365,3.2231896341463417
9141,64.17200000000001,61.92666666666667,966.6273333333334,1,82.83319999999999,130.04666666666665,3.567269333333334
9149,62.22535885167464,70.77511961722487,1007.8244019138756,1,76.89406698564594,173.23923444976077,6.311765071770336
9157,84.79423076923077,42.32051282051282,1000.5615384615385,0,109.27076923076925,179.26923076923077,2.5496064102564104
9165,85.71977272727273,72.0284090909091,1008.9784090909092,0,97.55988636363637,169.2840909090909,3.1673886363636368
9173,81.11949367088609,42.31645569620253,1012.9335443037975,0,107.72645569620252,121.50632911392405,4.093143670886076
9181,77.98526315789474,23.55263157894737,779.5205263157894,0,114.15105263157895,247.68421052631578,3.33313
9189,64.49000000000001,47.361111111111114,939.7814814814815,0,64.39,220.33333333333334,5.147171296296296
9197,80.53307692307692,51.0,1014.9275641025641,0,92.22961538461539,284.93589743589746,4.015128205128205
9205,68.82819672131149,58.17486338797814,927.9005464480873,1,116.19672131147541,184.1584699453552,2.92888087431694
9213,85.92821428571429,41.910714285714285,993.7309523809523,0,105.13142857142859,107.89285714285714,7.414057142857143
9221,88.62822784810126,73.17721518987342,1009.7765822784811,0,98.46556962025316,203.0,1.9863993670886078
9472,64.80929936305732,48.82165605095541,1017.1859872611466,0,74.57515923566879,89.79617834394904,1.7582535031847133
9480,77.95054794520549,62.33561643835616,1012.6828767123288,0,88.86767123287672,129.14383561643837,2.914228767123288
9488,69.12,44.451388888888886,1020.6013888888889,0,101.12375,154.78472222222223,2.132917361111111
9496,71.04408839779005,43.430939226519335,1012.3723756906077,0,99.50198895027624,185.6685082872928,5.012857458563536
9507,83.33945205479453,59.04794520547945,1016.4513698630136,0,112.27260273972603,152.65753424657535,6.867283561643836
9515,77.20517482517482,48.42657342657343,1006.6342657342658,0,107.6427972027972,135.979020979021,4.789995804195804
9523,70.8737,63.99,1018.7435,0,115.3724,160.895,2.1911415
9531,62.810545454545455,75.7030303030303,996.3327272727272,1,73.6650909090909,165.38787878787878,2.687111515151515
9539,75.42356687898089,63.43312101910828,1001.3535031847134,1,105.93184713375796,208.12738853503186,4.740445222929936
9550,84.96657342657342,35.00699300699301,932.862937062937,1,115.55776223776223,235.51048951048952,3.7309405594405596
9558,60.387346938775515,67.33333333333333,992.1265306122449,1,81.8061224489796,221.22448979591837,3.0161455782312925
9566,83.88296774193549,46.92258064516129,981.6767741935483,0,112.84903225806451,221.18709677419355,2.7955283870967746
9574,70.38933333333333,49.62222222222222,978.0962962962963,0,108.064,138.0814814814815,3.764788148148148
9582,66.17657534246575,61.04794520547945,1019.9787671232876,0,87.34753424657534,218.26027397260273,10.135448630136986
9590,91.5827067669173,32.285714285714285,993.2285714285714,0,120.76030075187971,200.62406015037595,3.3975488721804514
9598,80.07065789473684,38.01973684210526,1017.6401315789475,0,111.82881578947368,123.55263157894737,3.4702934210526317
9606,87.41525,74.65,1008.024375,0,97.602125,192.49375,2.136335
9617,82.61832258064516,35.535483870967745,1006.5090322580645,0,115.88348387096774,223.88387096774193,3.3555000000000006
9625,67.79962264150943,51.0503144654088,785.2528301886792,0,96.08452830188679,291.3522012578616,4.811660377358491
9636,70.99283582089554,85.2587064676617,926.4567164179103,1,78.38537313432836,188.955223880597,1.6460313432835822
9644,65.4504347826087,51.033816425120776,961.3260869565217,0,68.08434782608695,204.43478260869566,6.770437198067634
9655,66.08220588235294,57.375,1015.4919117647058,0,73.03867647058824,103.17647058823529,3.820993382352942
9662,80.18575342465753,51.43150684931507,1017.4253424657535,0,89.26342465753426,137.36301369863014,4.2671541095890415
9673,65.55090909090909,66.06060606060606,1011.4521212121213,0,85.6269090909091,147.55151515151516,3.75816
